Id_A,SAME_AS,Id_B
18781193,SAME_AS,18811301
18571695,SAME_AS,18811303
18780797,SAME_AS,18811303
18780798,SAME_AS,18811304
18571584,SAME_AS,18811304
18780799,SAME_AS,18811305
18780800,SAME_AS,18811306
18780801,SAME_AS,18811307
18780802,SAME_AS,18811308
18780803,SAME_AS,18811309
18780804,SAME_AS,18811310
18781197,SAME_AS,18811311
18781198,SAME_AS,18811312
18781200,SAME_AS,18811313
18781194,SAME_AS,18811314
18571752,SAME_AS,18811314
18781195,SAME_AS,18811315
18571096,SAME_AS,18811315
18781196,SAME_AS,18811316
18572176,SAME_AS,18811318
18571894,SAME_AS,18811319
18781205,SAME_AS,18811320
18571879,SAME_AS,18811323
18781203,SAME_AS,18811323
18570052,SAME_AS,18811324
18570160,SAME_AS,18811325
18781209,SAME_AS,18811325
18781210,SAME_AS,18811326
18570161,SAME_AS,18811326
18570745,SAME_AS,18811327
18782701,SAME_AS,18811327
18782702,SAME_AS,18811328
18782705,SAME_AS,18811332
18781212,SAME_AS,18811334
18781213,SAME_AS,18811335
18781214,SAME_AS,18811336
18781215,SAME_AS,18811338
18781217,SAME_AS,18811340
18781218,SAME_AS,18811341
18781219,SAME_AS,18811342
18781220,SAME_AS,18811343
18572185,SAME_AS,18811344
18781221,SAME_AS,18811344
18781222,SAME_AS,18811345
18781223,SAME_AS,18811346
18571148,SAME_AS,18811347
18781287,SAME_AS,18811347
18781288,SAME_AS,18811348
18781289,SAME_AS,18811349
18781299,SAME_AS,18811351
18781300,SAME_AS,18811352
18781303,SAME_AS,18811353
18781301,SAME_AS,18811354
18781302,SAME_AS,18811355
18781304,SAME_AS,18811356
18781305,SAME_AS,18811357
18781232,SAME_AS,18811358
18571177,SAME_AS,18811358
18781233,SAME_AS,18811359
18781235,SAME_AS,18811360
18781691,SAME_AS,18811361
18572321,SAME_AS,18811361
18781234,SAME_AS,18811362
18781236,SAME_AS,18811363
18571241,SAME_AS,18811365
18781238,SAME_AS,18811365
18781240,SAME_AS,18811366
18781245,SAME_AS,18811367
18571242,SAME_AS,18811368
18781246,SAME_AS,18811368
18781247,SAME_AS,18811369
18781248,SAME_AS,18811370
18781249,SAME_AS,18811371
18781250,SAME_AS,18811372
18571084,SAME_AS,18811373
18781253,SAME_AS,18811373
18781254,SAME_AS,18811374
18570087,SAME_AS,18811374
18781255,SAME_AS,18811375
18781256,SAME_AS,18811376
18571088,SAME_AS,18811377
18781225,SAME_AS,18811377
18781261,SAME_AS,18811378
18781260,SAME_AS,18811379
18571093,SAME_AS,18811379
18781262,SAME_AS,18811380
18781263,SAME_AS,18811381
18781258,SAME_AS,18811382
18781259,SAME_AS,18811383
18571094,SAME_AS,18811383
18781275,SAME_AS,18811384
18571301,SAME_AS,18811384
18781276,SAME_AS,18811385
18571036,SAME_AS,18811385
18781277,SAME_AS,18811386
18781274,SAME_AS,18811388
18781278,SAME_AS,18811389
18572167,SAME_AS,18811389
18781279,SAME_AS,18811390
18781280,SAME_AS,18811391
18781281,SAME_AS,18811392
18781282,SAME_AS,18811394
18571086,SAME_AS,18811394
18781283,SAME_AS,18811395
18781284,SAME_AS,18811396
18781285,SAME_AS,18811397
18781286,SAME_AS,18811398
18571176,SAME_AS,18811401
18571114,SAME_AS,18811402
18780059,SAME_AS,18811402
18571115,SAME_AS,18811403
18781294,SAME_AS,18811404
18571172,SAME_AS,18811405
18781295,SAME_AS,18811405
18781296,SAME_AS,18811406
18781297,SAME_AS,18811407
18781298,SAME_AS,18811408
18782227,SAME_AS,18811409
18782228,SAME_AS,18811410
18571405,SAME_AS,18811410
18782230,SAME_AS,18811412
18782231,SAME_AS,18811413
18781307,SAME_AS,18811415
18570051,SAME_AS,18811415
18781308,SAME_AS,18811416
18572276,SAME_AS,18811418
18781424,SAME_AS,18811419
18781425,SAME_AS,18811420
18781309,SAME_AS,18811422
18781314,SAME_AS,18811423
18781311,SAME_AS,18811424
18781310,SAME_AS,18811425
18571136,SAME_AS,18811425
18781313,SAME_AS,18811426
18571137,SAME_AS,18811427
18781312,SAME_AS,18811427
18781316,SAME_AS,18811429
18781318,SAME_AS,18811431
18781321,SAME_AS,18811432
18781322,SAME_AS,18811433
18781319,SAME_AS,18811434
18571688,SAME_AS,18811439
18781323,SAME_AS,18811443
18781324,SAME_AS,18811444
18781325,SAME_AS,18811445
18781264,SAME_AS,18811446
18572000,SAME_AS,18811446
18781265,SAME_AS,18811447
18781267,SAME_AS,18811448
18781266,SAME_AS,18811449
18571998,SAME_AS,18811450
18781326,SAME_AS,18811451
18781327,SAME_AS,18811452
18781328,SAME_AS,18811453
18781329,SAME_AS,18811454
18781330,SAME_AS,18811455
18781332,SAME_AS,18811458
18781334,SAME_AS,18811460
18570065,SAME_AS,18811461
18781206,SAME_AS,18811461
18781208,SAME_AS,18811463
18571060,SAME_AS,18811464
18781335,SAME_AS,18811464
18781336,SAME_AS,18811465
18781337,SAME_AS,18811466
18781338,SAME_AS,18811467
18781339,SAME_AS,18811468
18781241,SAME_AS,18811469
18781242,SAME_AS,18811470
18781244,SAME_AS,18811471
18781243,SAME_AS,18811472
18780028,SAME_AS,18811473
18780029,SAME_AS,18811474
18780030,SAME_AS,18811475
18780031,SAME_AS,18811476
18780032,SAME_AS,18811477
18781226,SAME_AS,18811478
18570248,SAME_AS,18811479
18781228,SAME_AS,18811480
18781229,SAME_AS,18811481
18781230,SAME_AS,18811482
18781343,SAME_AS,18811484
18571956,SAME_AS,18811484
18572232,SAME_AS,18811485
18781344,SAME_AS,18811485
18781345,SAME_AS,18811486
18781346,SAME_AS,18811487
18781348,SAME_AS,18811488
18782712,SAME_AS,18811489
18782714,SAME_AS,18811490
18782715,SAME_AS,18811491
18782716,SAME_AS,18811492
18782717,SAME_AS,18811493
18782718,SAME_AS,18811494
18781144,SAME_AS,18811495
18572252,SAME_AS,18811495
18782729,SAME_AS,18811496
18571202,SAME_AS,18811498
18781359,SAME_AS,18811498
18781358,SAME_AS,18811503
18781367,SAME_AS,18811504
18572275,SAME_AS,18811504
18571027,SAME_AS,18811505
18781369,SAME_AS,18811506
18781370,SAME_AS,18811507
18572273,SAME_AS,18811509
18781375,SAME_AS,18811515
18572141,SAME_AS,18811516
18781376,SAME_AS,18811516
18781377,SAME_AS,18811517
18572476,SAME_AS,18811518
18781378,SAME_AS,18811518
18781379,SAME_AS,18811519
18572480,SAME_AS,18811520
18781380,SAME_AS,18811520
18781381,SAME_AS,18811521
18571220,SAME_AS,18811523
18781124,SAME_AS,18811524
18572452,SAME_AS,18811525
18781385,SAME_AS,18811525
18570331,SAME_AS,18811526
18781386,SAME_AS,18811526
18781387,SAME_AS,18811527
18781388,SAME_AS,18811528
18781389,SAME_AS,18811529
18571895,SAME_AS,18811530
18781390,SAME_AS,18811530
18781391,SAME_AS,18811531
18571896,SAME_AS,18811531
18781396,SAME_AS,18811532
18571848,SAME_AS,18811532
18572298,SAME_AS,18811533
18781395,SAME_AS,18811533
18781394,SAME_AS,18811536
18781401,SAME_AS,18811537
18571201,SAME_AS,18811537
18781400,SAME_AS,18811538
18571618,SAME_AS,18811538
18781402,SAME_AS,18811539
18781403,SAME_AS,18811540
18781404,SAME_AS,18811542
18781399,SAME_AS,18811546
18571617,SAME_AS,18811546
18571041,SAME_AS,18811547
18781406,SAME_AS,18811547
18781407,SAME_AS,18811548
18781408,SAME_AS,18811549
18571043,SAME_AS,18811549
18781409,SAME_AS,18811550
18571537,SAME_AS,18811551
18781410,SAME_AS,18811551
18781432,SAME_AS,18811552
18781433,SAME_AS,18811553
18781434,SAME_AS,18811554
18781435,SAME_AS,18811555
18781436,SAME_AS,18811556
18781437,SAME_AS,18811557
18781438,SAME_AS,18811558
18781139,SAME_AS,18811561
18571276,SAME_AS,18811561
18781140,SAME_AS,18811562
18781141,SAME_AS,18811563
18571278,SAME_AS,18811563
18781142,SAME_AS,18811564
18571279,SAME_AS,18811564
18781143,SAME_AS,18811565
18782585,SAME_AS,18811566
18570443,SAME_AS,18811566
18782586,SAME_AS,18811567
18572253,SAME_AS,18811567
18782591,SAME_AS,18811569
18782592,SAME_AS,18811570
18782590,SAME_AS,18811571
18782589,SAME_AS,18811572
18782537,SAME_AS,18811577
18571621,SAME_AS,18811577
18782538,SAME_AS,18811578
18570527,SAME_AS,18811578
18781902,SAME_AS,18811579
18781901,SAME_AS,18811580
18571905,SAME_AS,18811580
18781903,SAME_AS,18811581
18781904,SAME_AS,18811582
18781899,SAME_AS,18811585
18571906,SAME_AS,18811585
18781900,SAME_AS,18811586
18571907,SAME_AS,18811586
18781905,SAME_AS,18811594
18781907,SAME_AS,18811595
18782109,SAME_AS,18811596
18782106,SAME_AS,18811597
18781929,SAME_AS,18811599
18781930,SAME_AS,18811600
18571738,SAME_AS,18811600
18781913,SAME_AS,18811602
18571747,SAME_AS,18811602
18781914,SAME_AS,18811603
18570043,SAME_AS,18811604
18781916,SAME_AS,18811604
18571751,SAME_AS,18811605
18781915,SAME_AS,18811605
18781917,SAME_AS,18811606
18781918,SAME_AS,18811607
18781919,SAME_AS,18811608
18571698,SAME_AS,18811614
18780844,SAME_AS,18811614
18780847,SAME_AS,18811616
18571704,SAME_AS,18811616
18572445,SAME_AS,18811617
18781888,SAME_AS,18811617
18781889,SAME_AS,18811618
18572254,SAME_AS,18811618
18781890,SAME_AS,18811619
18572255,SAME_AS,18811623
18781892,SAME_AS,18811623
18781937,SAME_AS,18811624
18781938,SAME_AS,18811625
18570147,SAME_AS,18811625
18781939,SAME_AS,18811626
18781940,SAME_AS,18811627
18781941,SAME_AS,18811628
18781942,SAME_AS,18811629
18781943,SAME_AS,18811630
18781944,SAME_AS,18811631
18781945,SAME_AS,18811632
18781926,SAME_AS,18811634
18781927,SAME_AS,18811635
18782733,SAME_AS,18811636
18781928,SAME_AS,18811637
18781946,SAME_AS,18811638
18572251,SAME_AS,18811638
18571722,SAME_AS,18811639
18781947,SAME_AS,18811639
18781949,SAME_AS,18811640
18781948,SAME_AS,18811641
18781931,SAME_AS,18811642
18571758,SAME_AS,18811642
18781933,SAME_AS,18811643
18571760,SAME_AS,18811643
18781934,SAME_AS,18811644
18781935,SAME_AS,18811645
18781936,SAME_AS,18811646
18781953,SAME_AS,18811647
18781954,SAME_AS,18811648
18781955,SAME_AS,18811649
18781956,SAME_AS,18811650
18781957,SAME_AS,18811651
18781958,SAME_AS,18811652
18781959,SAME_AS,18811653
18781960,SAME_AS,18811654
18781961,SAME_AS,18811656
18781962,SAME_AS,18811657
18782003,SAME_AS,18811661
18571869,SAME_AS,18811661
18571874,SAME_AS,18811662
18571875,SAME_AS,18811663
18571783,SAME_AS,18811664
18570632,SAME_AS,18811666
18571315,SAME_AS,18811667
18781964,SAME_AS,18811667
18781965,SAME_AS,18811668
18571686,SAME_AS,18811670
18781966,SAME_AS,18811670
18781968,SAME_AS,18811671
18571690,SAME_AS,18811671
18781970,SAME_AS,18811672
18781972,SAME_AS,18811674
18781974,SAME_AS,18811675
18571675,SAME_AS,18811675
18572309,SAME_AS,18811677
18571613,SAME_AS,18811678
18571612,SAME_AS,18811681
18781867,SAME_AS,18811684
18571395,SAME_AS,18811685
18781868,SAME_AS,18811685
18781869,SAME_AS,18811686
18781870,SAME_AS,18811687
18571883,SAME_AS,18811693
18781983,SAME_AS,18811694
18780184,SAME_AS,18811695
18781984,SAME_AS,18811696
18781991,SAME_AS,18811697
18781992,SAME_AS,18811698
18781993,SAME_AS,18811699
18781994,SAME_AS,18811700
18781995,SAME_AS,18811702
18571771,SAME_AS,18811702
18781996,SAME_AS,18811703
18781997,SAME_AS,18811704
18781998,SAME_AS,18811705
18781999,SAME_AS,18811706
18782000,SAME_AS,18811707
18782001,SAME_AS,18811708
18782002,SAME_AS,18811709
18571862,SAME_AS,18811710
18782004,SAME_AS,18811710
18781172,SAME_AS,18811711
18782007,SAME_AS,18811712
18782008,SAME_AS,18811713
18572397,SAME_AS,18811714
18782044,SAME_AS,18811714
18782045,SAME_AS,18811715
18570441,SAME_AS,18811715
18782047,SAME_AS,18811716
18782048,SAME_AS,18811717
18782010,SAME_AS,18811719
18571792,SAME_AS,18811719
18782013,SAME_AS,18811721
18782016,SAME_AS,18811724
18571778,SAME_AS,18811726
18782018,SAME_AS,18811726
18782019,SAME_AS,18811727
18782020,SAME_AS,18811728
18571784,SAME_AS,18811729
18782021,SAME_AS,18811729
18782023,SAME_AS,18811731
18571349,SAME_AS,18811732
18782024,SAME_AS,18811732
18782025,SAME_AS,18811733
18782026,SAME_AS,18811734
18571798,SAME_AS,18811734
18782027,SAME_AS,18811735
18782028,SAME_AS,18811736
18782029,SAME_AS,18811737
18782031,SAME_AS,18811738
18570610,SAME_AS,18811738
18782032,SAME_AS,18811739
18782033,SAME_AS,18811740
18570372,SAME_AS,18811740
18571799,SAME_AS,18811741
18782036,SAME_AS,18811742
18571802,SAME_AS,18811742
18280376,SAME_AS,18811744
18391290,SAME_AS,18811744
18330752,SAME_AS,18811744
18781985,SAME_AS,18811744
18571806,SAME_AS,18811744
18781986,SAME_AS,18811745
18781987,SAME_AS,18811746
18781988,SAME_AS,18811748
18781989,SAME_AS,18811749
18571580,SAME_AS,18811749
18781990,SAME_AS,18811750
18782038,SAME_AS,18811751
18571811,SAME_AS,18811751
18782039,SAME_AS,18811752
18571813,SAME_AS,18811753
18782040,SAME_AS,18811753
18570694,SAME_AS,18811754
18782042,SAME_AS,18811755
18571630,SAME_AS,18811758
18782049,SAME_AS,18811758
18782050,SAME_AS,18811759
18571728,SAME_AS,18811759
18782051,SAME_AS,18811760
18782052,SAME_AS,18811761
18782053,SAME_AS,18811762
18780825,SAME_AS,18811763
18780826,SAME_AS,18811764
18782057,SAME_AS,18811765
18782059,SAME_AS,18811767
18572064,SAME_AS,18811768
18782060,SAME_AS,18811768
18782070,SAME_AS,18811769
18571824,SAME_AS,18811769
18782127,SAME_AS,18811772
18782128,SAME_AS,18811773
18572079,SAME_AS,18811773
18782129,SAME_AS,18811774
18782130,SAME_AS,18811775
18571724,SAME_AS,18811776
18782077,SAME_AS,18811776
18782078,SAME_AS,18811777
18571826,SAME_AS,18811777
18782079,SAME_AS,18811778
18782080,SAME_AS,18811779
18782081,SAME_AS,18811780
18782063,SAME_AS,18811782
18782619,SAME_AS,18811782
18782065,SAME_AS,18811783
18782066,SAME_AS,18811784
18572350,SAME_AS,18811784
18782068,SAME_AS,18811786
18782069,SAME_AS,18811787
18782064,SAME_AS,18811790
18782082,SAME_AS,18811791
18571828,SAME_AS,18811791
18782083,SAME_AS,18811792
18571830,SAME_AS,18811792
18571893,SAME_AS,18811793
18782084,SAME_AS,18811793
18782085,SAME_AS,18811794
18782086,SAME_AS,18811795
18782087,SAME_AS,18811796
18782088,SAME_AS,18811797
18782089,SAME_AS,18811798
18782090,SAME_AS,18811800
18782091,SAME_AS,18811801
18782092,SAME_AS,18811802
18782093,SAME_AS,18811803
18782093,SAME_AS,18811804
18782096,SAME_AS,18811805
18782095,SAME_AS,18811807
18571839,SAME_AS,18811808
18782097,SAME_AS,18811808
18782100,SAME_AS,18811810
18782101,SAME_AS,18811811
18782102,SAME_AS,18811812
18782103,SAME_AS,18811813
18571844,SAME_AS,18811814
18782104,SAME_AS,18811814
18782105,SAME_AS,18811815
18782108,SAME_AS,18811816
18782107,SAME_AS,18811817
18781920,SAME_AS,18811818
18570888,SAME_AS,18811818
18571017,SAME_AS,18811819
18781921,SAME_AS,18811819
18781922,SAME_AS,18811820
18781924,SAME_AS,18811822
18782110,SAME_AS,18811823
18572245,SAME_AS,18811823
18782111,SAME_AS,18811824
18782112,SAME_AS,18811825
18572247,SAME_AS,18811825
18782114,SAME_AS,18811827
18782115,SAME_AS,18811828
18782116,SAME_AS,18811829
18571884,SAME_AS,18811830
18782117,SAME_AS,18811830
18782120,SAME_AS,18811832
18782121,SAME_AS,18811833
18782123,SAME_AS,18811835
18782124,SAME_AS,18811836
18782125,SAME_AS,18811837
18782126,SAME_AS,18811838
18571640,SAME_AS,18811840
18781893,SAME_AS,18811840
18571657,SAME_AS,18811841
18781895,SAME_AS,18811842
18781896,SAME_AS,18811843
18781897,SAME_AS,18811844
18782131,SAME_AS,18811845
18570355,SAME_AS,18811845
18782133,SAME_AS,18811847
18782136,SAME_AS,18811848
18570713,SAME_AS,18811849
18782137,SAME_AS,18811849
18572160,SAME_AS,18811850
18781465,SAME_AS,18811851
18781464,SAME_AS,18811852
18572162,SAME_AS,18811852
18782477,SAME_AS,18811854
18782478,SAME_AS,18811855
18782479,SAME_AS,18811856
18782734,SAME_AS,18811858
18782738,SAME_AS,18811860
18782691,SAME_AS,18811862
18782693,SAME_AS,18811864
18782694,SAME_AS,18811865
18570920,SAME_AS,18811867
18570921,SAME_AS,18811868
18572062,SAME_AS,18811870
18782516,SAME_AS,18811876
18782519,SAME_AS,18811878
18782518,SAME_AS,18811885
18780577,SAME_AS,18811886
18780579,SAME_AS,18811888
18780580,SAME_AS,18811889
18780375,SAME_AS,18811891
18780377,SAME_AS,18811893
18780378,SAME_AS,18811894
18780379,SAME_AS,18811895
18781484,SAME_AS,18811897
18570119,SAME_AS,18811897
18781486,SAME_AS,18811898
18781488,SAME_AS,18811899
18570121,SAME_AS,18811899
18781489,SAME_AS,18811900
18570122,SAME_AS,18811900
18781491,SAME_AS,18811902
18571741,SAME_AS,18811902
18781493,SAME_AS,18811903
18781494,SAME_AS,18811904
18780218,SAME_AS,18811905
18780219,SAME_AS,18811906
18780220,SAME_AS,18811907
18780221,SAME_AS,18811908
18781499,SAME_AS,18811911
18781500,SAME_AS,18811913
18781501,SAME_AS,18811914
18781502,SAME_AS,18811915
18781505,SAME_AS,18811916
18781503,SAME_AS,18811917
18781509,SAME_AS,18811918
18572235,SAME_AS,18811918
18781510,SAME_AS,18811919
18781511,SAME_AS,18811920
18781512,SAME_AS,18811922
18781514,SAME_AS,18811923
18781513,SAME_AS,18811924
18781685,SAME_AS,18811925
18571666,SAME_AS,18811925
18780209,SAME_AS,18811926
18570677,SAME_AS,18811926
18572190,SAME_AS,18811928
18781520,SAME_AS,18811930
18781521,SAME_AS,18811931
18781519,SAME_AS,18811932
18781517,SAME_AS,18811933
18572195,SAME_AS,18811933
18781526,SAME_AS,18811934
18781528,SAME_AS,18811935
18781527,SAME_AS,18811936
18781525,SAME_AS,18811938
18781531,SAME_AS,18811940
18571583,SAME_AS,18811940
18571587,SAME_AS,18811941
18781530,SAME_AS,18811941
18572236,SAME_AS,18811942
18781506,SAME_AS,18811942
18781507,SAME_AS,18811943
18571588,SAME_AS,18811943
18781508,SAME_AS,18811944
18570839,SAME_AS,18811946
18781161,SAME_AS,18811946
18781162,SAME_AS,18811947
18781538,SAME_AS,18811951
18572292,SAME_AS,18811951
18781539,SAME_AS,18811952
18781092,SAME_AS,18811953
18781094,SAME_AS,18811954
18781096,SAME_AS,18811955
18781095,SAME_AS,18811956
18781097,SAME_AS,18811957
18781098,SAME_AS,18811958
18781099,SAME_AS,18811959
18781100,SAME_AS,18811960
18781545,SAME_AS,18811961
18781546,SAME_AS,18811962
18781547,SAME_AS,18811963
18781548,SAME_AS,18811966
18571909,SAME_AS,18811967
18781552,SAME_AS,18811968
18781553,SAME_AS,18811969
18781559,SAME_AS,18811970
18781554,SAME_AS,18811971
18781556,SAME_AS,18811972
18781557,SAME_AS,18811973
18781558,SAME_AS,18811974
18572208,SAME_AS,18811976
18781562,SAME_AS,18811976
18781563,SAME_AS,18811977
18781564,SAME_AS,18811978
18572213,SAME_AS,18811978
18781567,SAME_AS,18811979
18572068,SAME_AS,18811982
18780034,SAME_AS,18811983
18780040,SAME_AS,18811985
18780035,SAME_AS,18811986
18572070,SAME_AS,18811986
18780038,SAME_AS,18811989
18780039,SAME_AS,18811990
18781466,SAME_AS,18811992
18781467,SAME_AS,18811993
18781468,SAME_AS,18811994
18781469,SAME_AS,18811995
18572262,SAME_AS,18812006
18781568,SAME_AS,18812006
18781569,SAME_AS,18812007
18571549,SAME_AS,18812007
18781570,SAME_AS,18812008
18781571,SAME_AS,18812009
18781580,SAME_AS,18812010
18781581,SAME_AS,18812011
18781582,SAME_AS,18812012
18781583,SAME_AS,18812013
18781584,SAME_AS,18812014
18781585,SAME_AS,18812015
18781586,SAME_AS,18812016
18781587,SAME_AS,18812017
18781591,SAME_AS,18812018
18781592,SAME_AS,18812019
18572344,SAME_AS,18812019
18781593,SAME_AS,18812020
18781588,SAME_AS,18812021
18571396,SAME_AS,18812022
18781589,SAME_AS,18812022
18781590,SAME_AS,18812023
18781595,SAME_AS,18812025
18781596,SAME_AS,18812026
18781597,SAME_AS,18812027
18570915,SAME_AS,18812029
18781598,SAME_AS,18812029
18572341,SAME_AS,18812031
18781600,SAME_AS,18812031
18781601,SAME_AS,18812032
18781602,SAME_AS,18812033
18572346,SAME_AS,18812034
18781604,SAME_AS,18812034
18781624,SAME_AS,18812039
18570361,SAME_AS,18812039
18571490,SAME_AS,18812040
18781621,SAME_AS,18812042
18781623,SAME_AS,18812043
18781622,SAME_AS,18812044
18781656,SAME_AS,18812048
18781658,SAME_AS,18812050
18572280,SAME_AS,18812055
18781628,SAME_AS,18812055
18572281,SAME_AS,18812056
18781629,SAME_AS,18812056
18781630,SAME_AS,18812057
18572283,SAME_AS,18812058
18781631,SAME_AS,18812058
18781633,SAME_AS,18812059
18570543,SAME_AS,18812059
18571702,SAME_AS,18812061
18781269,SAME_AS,18812062
18572002,SAME_AS,18812062
18781271,SAME_AS,18812063
18781272,SAME_AS,18812064
18781639,SAME_AS,18812066
18781640,SAME_AS,18812067
18782611,SAME_AS,18812068
18572288,SAME_AS,18812069
18781643,SAME_AS,18812070
18571930,SAME_AS,18812070
18781644,SAME_AS,18812071
18781647,SAME_AS,18812072
18781645,SAME_AS,18812073
18781646,SAME_AS,18812074
18781648,SAME_AS,18812075
18572268,SAME_AS,18812076
18781653,SAME_AS,18812076
18571252,SAME_AS,18812077
18781654,SAME_AS,18812077
18572347,SAME_AS,18812078
18781660,SAME_AS,18812083
18572037,SAME_AS,18812084
18781661,SAME_AS,18812084
18781662,SAME_AS,18812085
18781664,SAME_AS,18812086
18781665,SAME_AS,18812087
18781663,SAME_AS,18812088
18781666,SAME_AS,18812089
18781667,SAME_AS,18812090
18781670,SAME_AS,18812091
18781671,SAME_AS,18812092
18572313,SAME_AS,18812092
18781672,SAME_AS,18812093
18781673,SAME_AS,18812094
18781674,SAME_AS,18812095
18570557,SAME_AS,18812096
18781676,SAME_AS,18812097
18781677,SAME_AS,18812098
18781678,SAME_AS,18812099
18781679,SAME_AS,18812100
18781680,SAME_AS,18812102
18781681,SAME_AS,18812103
18781682,SAME_AS,18812104
18781683,SAME_AS,18812105
18781687,SAME_AS,18812107
18572411,SAME_AS,18812108
18781688,SAME_AS,18812108
18780322,SAME_AS,18812109
18570149,SAME_AS,18812110
18572316,SAME_AS,18812112
18781689,SAME_AS,18812112
18781690,SAME_AS,18812113
18781693,SAME_AS,18812114
18781692,SAME_AS,18812115
18782740,SAME_AS,18812116
18572320,SAME_AS,18812116
18571734,SAME_AS,18812117
18782741,SAME_AS,18812117
18782742,SAME_AS,18812118
18782744,SAME_AS,18812119
18781695,SAME_AS,18812121
18572348,SAME_AS,18812121
18781697,SAME_AS,18812123
18781698,SAME_AS,18812124
18572353,SAME_AS,18812124
18781699,SAME_AS,18812125
18781700,SAME_AS,18812126
18572357,SAME_AS,18812126
18781702,SAME_AS,18812127
18781703,SAME_AS,18812128
18781701,SAME_AS,18812129
18781704,SAME_AS,18812131
18781705,SAME_AS,18812132
18781706,SAME_AS,18812133
18781708,SAME_AS,18812134
18781707,SAME_AS,18812135
18781714,SAME_AS,18812137
18781715,SAME_AS,18812138
18781709,SAME_AS,18812139
18781712,SAME_AS,18812140
18572363,SAME_AS,18812140
18781710,SAME_AS,18812141
18781713,SAME_AS,18812142
18781711,SAME_AS,18812143
18572337,SAME_AS,18812144
18781716,SAME_AS,18812144
18572367,SAME_AS,18812145
18781717,SAME_AS,18812145
18781719,SAME_AS,18812146
18781718,SAME_AS,18812147
18781720,SAME_AS,18812148
18781721,SAME_AS,18812149
18781724,SAME_AS,18812151
18781725,SAME_AS,18812153
18781727,SAME_AS,18812154
18570474,SAME_AS,18812154
18781726,SAME_AS,18812155
18781729,SAME_AS,18812156
18572377,SAME_AS,18812156
18781730,SAME_AS,18812157
18781731,SAME_AS,18812158
18781732,SAME_AS,18812159
18781733,SAME_AS,18812160
18781734,SAME_AS,18812161
18571670,SAME_AS,18812162
18781735,SAME_AS,18812162
18572392,SAME_AS,18812163
18781737,SAME_AS,18812163
18781738,SAME_AS,18812164
18781739,SAME_AS,18812165
18781740,SAME_AS,18812166
18781742,SAME_AS,18812170
18781746,SAME_AS,18812171
18781745,SAME_AS,18812172
18781748,SAME_AS,18812173
18572045,SAME_AS,18812173
18572009,SAME_AS,18812174
18781754,SAME_AS,18812174
18781752,SAME_AS,18812175
18572414,SAME_AS,18812176
18781762,SAME_AS,18812176
18781763,SAME_AS,18812177
18572416,SAME_AS,18812178
18781764,SAME_AS,18812178
18781765,SAME_AS,18812179
18781766,SAME_AS,18812180
18571993,SAME_AS,18812181
18782363,SAME_AS,18812185
18572108,SAME_AS,18812185
18782364,SAME_AS,18812186
18782365,SAME_AS,18812187
18782368,SAME_AS,18812188
18782369,SAME_AS,18812189
18782366,SAME_AS,18812190
18782370,SAME_AS,18812191
18572131,SAME_AS,18812192
18782371,SAME_AS,18812192
18782374,SAME_AS,18812193
18782372,SAME_AS,18812194
18572417,SAME_AS,18812195
18782373,SAME_AS,18812195
18782375,SAME_AS,18812197
18571120,SAME_AS,18812197
18782376,SAME_AS,18812198
18782378,SAME_AS,18812199
18571124,SAME_AS,18812199
18782379,SAME_AS,18812200
18570860,SAME_AS,18812201
18780226,SAME_AS,18812201
18780227,SAME_AS,18812202
18571126,SAME_AS,18812202
18782389,SAME_AS,18812208
18780539,SAME_AS,18812209
18782390,SAME_AS,18812210
18782391,SAME_AS,18812212
18571972,SAME_AS,18812213
18782383,SAME_AS,18812213
18781135,SAME_AS,18812217
18780503,SAME_AS,18812218
18780504,SAME_AS,18812219
18570695,SAME_AS,18812219
18572096,SAME_AS,18812220
18572099,SAME_AS,18812222
18782392,SAME_AS,18812228
18571548,SAME_AS,18812229
18782394,SAME_AS,18812230
18782395,SAME_AS,18812231
18782396,SAME_AS,18812232
18572154,SAME_AS,18812233
18782397,SAME_AS,18812233
18782399,SAME_AS,18812234
18782400,SAME_AS,18812235
18782401,SAME_AS,18812239
18571415,SAME_AS,18812239
18571416,SAME_AS,18812240
18782403,SAME_AS,18812241
18782404,SAME_AS,18812242
18782405,SAME_AS,18812243
18782406,SAME_AS,18812244
18782407,SAME_AS,18812245
18782408,SAME_AS,18812246
18572263,SAME_AS,18812249
18782410,SAME_AS,18812249
18571109,SAME_AS,18812250
18782411,SAME_AS,18812250
18572076,SAME_AS,18812254
18782415,SAME_AS,18812254
18782417,SAME_AS,18812256
18572081,SAME_AS,18812256
18782418,SAME_AS,18812257
18782046,SAME_AS,18812258
18782419,SAME_AS,18812260
18782420,SAME_AS,18812261
18782421,SAME_AS,18812262
18572450,SAME_AS,18812263
18782423,SAME_AS,18812264
18571519,SAME_AS,18812264
18782424,SAME_AS,18812265
18571520,SAME_AS,18812265
18782425,SAME_AS,18812266
18572082,SAME_AS,18812266
18572085,SAME_AS,18812267
18571397,SAME_AS,18812268
18572086,SAME_AS,18812269
18782314,SAME_AS,18812275
18782315,SAME_AS,18812276
18571159,SAME_AS,18812276
18782316,SAME_AS,18812277
18571158,SAME_AS,18812278
18782317,SAME_AS,18812278
18782318,SAME_AS,18812279
18780864,SAME_AS,18812280
18780775,SAME_AS,18812281
18570123,SAME_AS,18812283
